id_jugador;full_name;age;birthday_GMT;position_campo;current_club;nationality
1352;"Joao Vitor Tavares da Mota";19;NULL;Midfielder;"Atletico PR";Brazil
1353;"Joaqui Piquerez Moreira";25;NULL;Midfielder;Palmeiras;Uruguay
1354;John;27;NULL;Goalkeeper;Internacional;Brazil
1355;"John Kennedy";21;NULL;Forward;Fluminense;Brazil
1356;"John Stiven Mendoza Valencia";31;NULL;Forward;Santos;Colombia
1357;Johnny;21;NULL;Forward;Internacional;Brazil
1358;"Jonathan Cafu";32;NULL;Midfielder;Cuiaba;Brazil
1359;"Jonathan Calleri";29;NULL;Forward;"Sao Paulo";Argentina
1360;"Joriwinnyson Santos dos Anjos Rodrigues";27;NULL;Goalkeeper;"America Mineiro";Brazil
1361;"Jose Andres Hurtado Cheme";21;NULL;Midfielder;Bragantino;Ecuador
1362;"Jose Antonio dos Santos Junior";28;NULL;Forward;Botafogo;Brazil
1363;"Jose Gabriel";28;NULL;Midfielder;"Vasco da Gama";Brazil
1364;"Jose Guilherme de Lima Costa";18;NULL;Midfielder;Gremio;Brazil
1365;"Jose Henrique da Silva Dourado";33;NULL;Forward;Cruzeiro;Brazil
1366;"Jose Luis Rodriguez Bebanz";26;NULL;Defender;"Vasco da Gama";Uruguay
1367;"Jose Manuel Lopez";22;NULL;Midfielder;Palmeiras;Argentina
1368;"Jose Ricardo Araujo Fernandes";24;NULL;Midfielder;Goias;Brazil
1369;"Jose Ricardo Batista Cerqueira";20;NULL;Midfielder;Cuiaba;Brazil
1370;"Jose Roberto Assunsao de Araujo Filho";29;NULL;Forward;Coritiba;Brazil
1371;"Jose Vitor Geminiano Cavalieri";21;NULL;Defender;"Vasco da Gama";Brazil
1372;"Jose Welinton Campos Menezes";19;NULL;Defender;Flamengo;Brazil
1373;"Jose Welison da Silva";28;NULL;Midfielder;Fortaleza;Brazil
1374;"Juan Manuel Iturbe Arevalo";30;NULL;Forward;Gremio;Paraguay
1375;"Juan Marti Lucero";31;NULL;Forward;Fortaleza;Argentina
1376;"Juan Pablo Vilela Tavares";21;NULL;Defender;Cuiaba;Brazil
1377;"Juan Ramon Cazares Sevillano";31;NULL;Midfielder;"America Mineiro";Ecuador
1378;"Juan Santos da Silva";21;NULL;Forward;"Sao Paulo";Brazil
1379;"JuliAn Palacios";24;NULL;Midfielder;Goias;Argentina
1380;"Julimar Silva Oliveira Junior";22;NULL;Forward;"Atletico PR";Brazil
1381;"Julio Cesar de Rezende Miranda";28;NULL;Midfielder;Bahia;Brazil
1382;"Julio Cesar Furch";34;NULL;Forward;Santos;Argentina
1383;"Junior Moraes";36;NULL;Forward;Corinthians;Brazil
1384;"Kaio Cesar Andrade Lima";19;NULL;Midfielder;Coritiba;Brazil
1385;"Kaique Pereira Azarias";20;NULL;Goalkeeper;Palmeiras;Brazil
1386;"Kaique Rocha Lima";22;NULL;Defender;"Atletico PR";Brazil
1387;"Kauan Rodrigues da Silva";18;NULL;Midfielder;Fortaleza;Brazil
1388;"Kayky Henrique Almeida Brandao da Silva";18;NULL;Midfielder;Fluminense;Brazil
1389;"Kayque Luiz Pereira";23;NULL;Midfielder;Botafogo;Brazil
1390;Keiller;26;NULL;Goalkeeper;Internacional;Brazil
1391;Keno;33;NULL;Forward;Fluminense;Brazil
1392;"Kevin Santos Lopes de Macedo";20;NULL;Forward;Palmeiras;Brazil
1393;"Kevyson Costa E Silva";19;NULL;Midfielder;Santos;Brazil
1394;Khellven;22;NULL;Defender;"Atletico PR";Brazil
1395;"Leandro Emmanuel Martiez";29;NULL;Forward;"America Mineiro";Argentina
1396;"Leandro Mathias Silva Bueno";18;NULL;Midfielder;"Sao Paulo";Brazil
1397;Lele;25;NULL;Forward;Fluminense;Brazil
1398;"Leo Cittadini";29;NULL;Midfielder;Bahia;Brazil
1399;"Leo Jardim";28;NULL;Goalkeeper;"Vasco da Gama";Brazil
1400;"Leonardo Atiade de Oliveira Siqueira";19;NULL;Midfielder;"Atletico PR";Brazil
1401;"Leonardo Cecilio FernAndez Lopez";24;NULL;Midfielder;Fluminense;Uruguay
1402;"Leonardo Javier Realpe MontaÃ±o";22;NULL;Midfielder;Bragantino;Ecuador
1403;"Leonardo Matias Baiersdorf Linck";22;NULL;Goalkeeper;"Atletico PR";Brazil
1404;"Leonardo Pereira";27;NULL;Defender;Flamengo;Brazil
1405;"Leonardo Pinheiro da Conceizao";27;NULL;Defender;"Vasco da Gama";Brazil
1406;"Leonardo Rech Ortiz";27;NULL;Defender;Bragantino;Brazil
1407;"Leonel Di PlAcido";29;NULL;Defender;Botafogo;Argentina
1408;"Lian dos Santos da Silva";17;NULL;Midfielder;Gremio;Brazil
1409;Luan;30;NULL;Defender;Palmeiras;Brazil
1410;"Luan Candido de Almeida";22;NULL;Defender;Bragantino;Brazil
1411;"Luan de Freitas Molarinho Chagas";22;NULL;Defender;Fluminense;Brazil
1412;"Luan Dias da Silva";26;NULL;Forward;Santos;Brazil
1413;"Luan Guilherme de Jesus Vieira";30;NULL;Forward;Gremio;Brazil
1414;"Luan Patrick Wiedthauper";21;NULL;Defender;Bragantino;Brazil
1415;"Luan Polli Gomes";30;NULL;Goalkeeper;Coritiba;Brazil
1416;"Luan Vinicius da Silva Santos";24;NULL;Midfielder;"Sao Paulo";Brazil
1417;"Luca Orellano";23;NULL;Midfielder;"Vasco da Gama";Argentina
1418;"Lucas Agusti Besozzi";20;NULL;Forward;Gremio;Argentina
1419;"Lucas Alexandre Galdino de Azevedo";22;NULL;Goalkeeper;Bragantino;Brazil
1420;"Lucas Andres Mugni";31;NULL;Midfielder;Bahia;Argentina
1421;"Lucas Angel Esquivel";21;NULL;Defender;"Atletico PR";Argentina
1422;"Lucas Braga Ribeiro";26;NULL;Midfielder;Santos;Brazil
1423;"Lucas Crispim";29;NULL;Midfielder;Fortaleza;Brazil
1424;"Lucas da Cruz Oliveira";27;NULL;Defender;Cruzeiro;Brazil
1425;"Lucas da Silva Izidoro";27;NULL;Midfielder;Cuiaba;Brazil
1426;"Lucas da Sliva Justen";20;NULL;Midfielder;Fluminense;Brazil
1427;"Lucas Eduardo Muller";20;NULL;Midfielder;Gremio;Brazil
1428;"Lucas Eduardo Ribeiro de Souza";23;NULL;Defender;Goias;Brazil
1429;"Lucas Estella Perri";25;NULL;Goalkeeper;Botafogo;Brazil
1430;"Lucas Esteves Souza";23;NULL;Defender;Fortaleza;Brazil
1431;"Lucas Evangelista Santana de Oliveira";28;NULL;Midfielder;Bragantino;Brazil
1432;"Lucas Fernandes da Silva";25;NULL;Midfielder;Botafogo;Brazil
1433;"Lucas Halter";23;NULL;Defender;Goias;Brazil
1434;"Lucas Henrique Barbosa";22;NULL;Midfielder;Coritiba;Brazil
1435;"Lucas Kal Schenfeld Prigioli";27;NULL;Defender;"America Mineiro";Brazil
1436;"Lucas Moura";31;NULL;Forward;"Sao Paulo";Brazil
1437;"Lucas Pacheco Affini";33;NULL;Midfielder;Fortaleza;Brazil
1438;"Lucas Pires Silva";22;NULL;Defender;Santos;Brazil
1439;"Lucas Piton Crivellaro";22;NULL;Defender;"Vasco da Gama";Brazil
1440;"Lucas Rafael Araujo Lima";33;NULL;Midfielder;Santos;Brazil
1441;"Lucas Rafael Gonsalves da Silva";25;NULL;Defender;Bragantino;Brazil
1442;"Lucas Ramos";22;NULL;Midfielder;Internacional;Brazil
1443;"Lucas Ronier Vieira Pires";18;NULL;Midfielder;Coritiba;Brazil
1444;"Lucas Silva Borges";30;NULL;Midfielder;Cruzeiro;Brazil
1445;"Lucas Verissimo";28;NULL;Defender;Corinthians;Brazil
1446;"Lucca Holanda Sampaio Tavares";20;NULL;Forward;Internacional;Brazil
1447;"Luciano Batista da Silva Junior";24;NULL;Defender;Bahia;Brazil
1448;"Luciano Castan da Silva";33;NULL;Defender;Cruzeiro;Brazil
1449;"Luciano da Rocha Neves";30;NULL;Forward;"Sao Paulo";Brazil
1450;"Luciano Daniel Arriagada Garcia";21;NULL;Forward;"Atletico PR";Chile
1451;"Luis Antonio da Rocha Junior";26;NULL;Defender;Bragantino;Brazil
1452;"Luis Eduardo Soares da Silva";20;NULL;Defender;Gremio;Brazil
1453;"Luis Felipe Nascimento Miranda";20;NULL;Midfielder;Goias;Brazil
1454;"Luis Felipe Oyama";26;NULL;Midfielder;Goias;Brazil
1455;"Luis Filipe dos Reis Silva";22;NULL;Forward;Goias;Brazil
1456;"Luis Geovanny Segovia Vega";25;NULL;Midfielder;Botafogo;Ecuador
1457;"Luis Guilherme Lira dos Santos";17;NULL;Midfielder;Palmeiras;Brazil
1458;"Luis Henrique Tomaz de Lima";21;NULL;Forward;Botafogo;Brazil
1459;"Luis Manuel Orejuela Garcia";28;NULL;Defender;"Sao Paulo";Colombia
1460;"Luis SuArez";36;NULL;Forward;Gremio;Uruguay
1461;"Luiz Adriano";36;NULL;Forward;Internacional;Brazil
1462;"Luiz Antonio Ferreira Rodrigues";29;NULL;Defender;Goias;Brazil
1463;"Luiz Araujo";27;NULL;Forward;Flamengo;Brazil
1464;"Luiz Diallisson de Souza Alves";36;NULL;Defender;Goias;Brazil
1465;"Luiz Felipe da Rosa Machado";27;NULL;Midfielder;Cruzeiro;Brazil
1466;"Luiz Felipe Do Nascimento dos Santos";29;NULL;Defender;Santos;Brazil
1467;"Lyncon Correa Gonsalves";18;NULL;Midfielder;"Vasco da Gama";Brazil
1468;Madson;31;NULL;Defender;"Atletico PR";Brazil
1469;"Magno Jose da Silva";30;NULL;Defender;Goias;Brazil
1470;"Maicon Pereira Roque";34;NULL;Defender;"Vasco da Gama";Brazil
1471;Manoel;33;NULL;Defender;Fluminense;Brazil
1472;"Manuel Vicente Capasso";27;NULL;Defender;"Vasco da Gama";Argentina
1473;Marcelo;35;NULL;Defender;Fluminense;Brazil
1474;"Marcelo Braz da Silva";19;NULL;Midfielder;Bragantino;Brazil
1475;"Marcelo Cirino";31;NULL;Forward;"Atletico PR";Brazil
1476;"Marcelo da Conceizao Benevenuto Malaquias";27;NULL;Defender;Fortaleza;Brazil
1477;"Marcelo Lomba do Nascimento";36;NULL;Goalkeeper;Palmeiras;Brazil
1478;"Marcelo Rangel Rosa";35;NULL;Goalkeeper;Goias;Brazil
1479;"Marcio Almeida de Oliveira";27;NULL;Defender;"America Mineiro";Brazil
1480;"Marco Antonio Amorim de Oliveira";23;NULL;Goalkeeper;Coritiba;Brazil
1481;"Marcos Felipe de Freitas Monteiro";27;NULL;Goalkeeper;Bahia;Brazil
1482;"Marcos Leonardo Santos Almeida";20;NULL;Forward;Santos;Brazil
1483;"Marcos Paulo Costa do Nascimento";22;NULL;Forward;"Sao Paulo";Portugal
1484;"Marcos Rocha";34;NULL;Defender;Palmeiras;Brazil
1485;"Marcos Victor Ferreira da Silva";21;NULL;Defender;Bahia;Brazil
1486;"Marcos Vinicius da Silva Santos";26;NULL;Defender;Coritiba;Brazil
1487;Mariano;37;NULL;Defender;"Atletico Mineiro";Brazil
1488;"MArio Sergio Santos Costa";33;NULL;Forward;Fortaleza;Brazil
1489;"Marllon Gonsalves Jeronimo Borges";31;NULL;Defender;Cuiaba;Brazil
1490;"Marlon Gomes Claudino";19;NULL;Midfielder;"Vasco da Gama";Brazil
1491;"Marlon Matheus Lopes do Nascimento";29;NULL;Defender;"America Mineiro";Brazil
1492;"Marlon Rodrigues Freitas";28;NULL;Midfielder;Botafogo;Brazil
1493;"Marlon Rodrigues Xavier";26;NULL;Defender;Cruzeiro;Brazil
1494;"Marlon Santos";27;NULL;Defender;Fluminense;Brazil
1495;"Marti NicolAs Benitez";29;NULL;Forward;"America Mineiro";Argentina
1496;"Mateo Ponte Costa";20;NULL;Defender;Botafogo;Uruguay
1497;"Mateus Da Silva Vital Assumpa";25;NULL;Midfielder;Cruzeiro;Brazil
1498;"Mateus Eduardo Claus";29;NULL;Goalkeeper;Bahia;Brazil
1499;"Mateus Henrique Alves Silva";20;NULL;Midfielder;"America Mineiro";Brazil
1500;"Mateus Pasinato";31;NULL;Goalkeeper;"America Mineiro";Brazil
1501;Mateusao;21;NULL;Goalkeeper;Palmeiras;Brazil
1502;"Matheus Alexandre AnastAcio de Souza";24;NULL;Midfielder;Cuiaba;Brazil
1503;"Matheus Alfredo Cadorini da Silva";21;NULL;Forward;Coritiba;Brazil
1504;"Matheus Alves da Silva Cardoso";28;NULL;Goalkeeper;Goias;Brazil
1505;"Matheus Araujo";21;NULL;Midfielder;Corinthians;Brazil
1506;"Matheus Babi";26;NULL;Forward;Goias;Brazil
1507;"Matheus Bahia Santos";24;NULL;Defender;Bahia;Brazil
1508;"Matheus Bidu";24;NULL;Defender;Corinthians;Brazil
1509;"Matheus dos Santos Miranda";23;NULL;Defender;"Vasco da Gama";Brazil
1510;"Matheus Felipe";24;NULL;Defender;"Atletico PR";Brazil
1511;"Matheus Fellipe Costa Pereira";27;NULL;Forward;Cruzeiro;Brazil
1512;"Matheus Fernandes Siqueira";25;NULL;Midfielder;Bragantino;Brazil
1513;"Matheus Fernando Cavichioli";37;NULL;Goalkeeper;"America Mineiro";Brazil
1514;"Matheus Frenea Silva";22;NULL;Defender;Flamengo;Brasil
1515;"Matheus Gonsalves Martens";18;NULL;Midfielder;Bragantino;Brasil
1516;"Matheus Gonsalves Martens";28;NULL;Forward;"America Mineiro";Brasil
1517;"Matheus Henrique Bianqui";25;NULL;Midfielder;Coritiba;Brasil
1518;"Matheus Isaias dos Santos";27;NULL;Midfielder;Cruzeiro;Brasil
1519;"Matheus Leonardo Sales Cardoso";25;NULL;Forward;"America Maneiro";Brasil
1520;"Matheus Martinelli";22;NULL;Midfielder;Fluminense;Brasil
1521;"Matheus Mendes";24;NULL;Goalkeeper;"Atletico Mineiro";Brasil
1522;"Matheus Nascimento de Paula";19;NULL;Forward;Botafogo;Brasil
1523;"Matheus Planelles Donelli";21;NULL;Goalkeeper;Corinthians;Brasil
1524;"Matheus Santos Soares";25;NULL;Forward;Goias;Brasil
1525;"Matheus Silva Duarte";24;NULL;Defender;Cuiaba;Brasil
1526;"Matheus Souza";20;NULL;Midfielder;"Sao Paulo";Brasil
1527;"Matheus Vieira Campos Peixoto";27;NULL;Midfielder;Goias;Brasil
1528;"Mateo Adalberto Villasanti Rolon";26;NULL;Midfielder;Gremio;Paraguay
1529;"Mateo Emanuel Segovia Torales";20;NULL;Midfielder;Botafogo;Paraguay
1530;"Mateo Rojas";27;NULL;Midfielder;Corinthians;Paraguay
1531;"Mateo Zaracho";25;NULL;Midfielder;"Atletico Mineiro";Argentina
1532;Mauricio;22;NULL;Midfielder;Internacional;Brasil
1533;"Mauricio de Carvalho Antonio";31;NULL;Defender;Curitiba;Brasil
1534;"Mauricio Kozlinski";32;NULL;Goalkeeper;Fortaleza;Brasil
1535;"Mauricio Lemos";27;NULL;Defender;"Atletico Mineiro";Uruguay
1536;"Mauro Joel Carli";36;NULL;Defender;Botafogo;Argentina
1537;Maycon;26;NULL;Midfielder;Corinthians;Brasil
1538;"Maycon Cleiton de Paula Azevedo";24;NULL;Goalkeeper;Bragantino;Brasil
1539;"Maycon Vinicius Ferreira da Cruz";31;NULL;Midfielder;Cruzeiro;Brazil
1540;Mayke;30;NULL;Defender;Palmeiras;Brazil
1541;"Messias Rodrigues da Silva Junior";28;NULL;Defender;Santos;Brazil
1542;"Michel Daryl Araujo Villar";26;NULL;Forward;"Sao Paulo";Uruguay
1543;"Miguel Angel Terceros";19;NULL;Forward;Santos;Bolivia
1544;"Mikael Filipe Viana de Sousa";24;NULL;Forward;"America Mineiro";Brazil
1545;"Moises Vieira da Veiga";27;NULL;Forward;Fortaleza;Brazil
1546;"Murillo Santiago Costa dos Santos";21;NULL;Defender;Corinthians;Brazil
1547;Murilo;26;NULL;Defender;Palmeiras;Brazil
1548;"Mycael Pontes Moreira";19;NULL;Goalkeeper;"Atletico PR";Brazil
1549;"Nata Felipe de Amorim Santos";22;NULL;Defender;Gremio;Brazil
1550;"Natan Bernardo de Souza";22;NULL;Defender;Bragantino;Brazil
1551;"Natanael Moreira Milouski";21;NULL;Defender;Coritiba;Brazil
1552;"Nathan Allan de Souza";27;NULL;Forward;Gremio;Brazil
1553;"Nathan Camargo dos Santos";18;NULL;Midfielder;Bragantino;Brazil
1554;"Nathan Ribeiro Fernandes";18;NULL;Midfielder;Gremio;Brazil
1555;"Nathan Santos de Araujo";21;NULL;Defender;Santos;Brazil
1556;"Nathan Silva";26;NULL;Defender;"Atletico Mineiro";Brazil
1557;Naves;21;NULL;Midfielder;Palmeiras;Brazil
1558;"Neuciano Gusman";34;NULL;Defender;Bahia;Bulgaria
1559;"Nicolï¿½s Brian Acevedo Tabares";24;NULL;Midfielder;Bahia;Uruguay
1560;"Nicolï¿½s HernAndez Rodrï¿½guez";25;NULL;Defender;Internacional;Colombia
1561;"Nicolï¿½s Quagliata Platero";24;NULL;Forward;Cuiaba;Uruguay
1562;"Nicolas Vichiatto da Silva";26;NULL;Midfielder;"America Mineiro";Brazil
1563;Nino;26;NULL;Defender;Fluminense;Brazil
1564;Nonato;25;NULL;Midfielder;Santos;Brazil
1565;"Ocimar de Almeida Junior";34;NULL;Midfielder;Coritiba;Brazil
1566;"Ascar Javier Mï¿½ndez Albornoz";28;NULL;Midfielder;"America Mineiro";Uruguay
1567;"OtAvio Henrique Passos Santos";29;NULL;Defender;"Atletico Mineiro";Brazil
1568;"Pablo Daniel Ceppelini Gatto";31;NULL;Midfielder;Cuiaba;Uruguay
1569;"Pablo Ezequiel Vegetti Pfaffen";34;NULL;Forward;"Vasco da Gama";Argentina
1570;"Pablo Felipe Teixeira";31;NULL;Forward;"Atletico PR";Brazil
1571;"Pablo Henrique Almeida Silva";19;NULL;Midfielder;Cuiaba;Brazil
1572;"Pablo Nascimento Castro";32;NULL;Defender;Flamengo;Brazil
1573;Patrick;31;NULL;Midfielder;"Atletico Mineiro";Brazil
1574;"Patrick Verhon Pertel Pereira";18;NULL;Midfielder;Bahia;Brazil
1575;"Patryck Lanza dos Reis";20;NULL;Defender;"Sao Paulo";Brazil
1576;Paulinho;23;NULL;Midfielder;"Atletico Mineiro";Brazil
1577;Paulinho;35;NULL;Midfielder;Corinthians;Brazil
1578;"Paulino BAï¿½ia";25;NULL;Forward;"America Mineiro";Brazil
1579;"Paulo Henrique de Oliveira Alves";27;NULL;Midfielder;"Vasco da Gama";Brazil
1580;"Paulo Lucas de Paula";26;NULL;Midfielder;"Vasco da Gama";Brazil
1581;"Paulo Mazoti Azevedo";23;NULL;Goalkeeper;Santos;Brazil
1582;"Paulo Ricardo Alves Ibelli";19;NULL;Midfielder;"America Mineiro";Brazil
1583;"Paulo Ricardo de Souza Babilonia";18;NULL;Midfielder;"Vasco da Gama";Brazil
1584;"Paulo Victor de Almeida Barbosa";22;NULL;Midfielder;"Vasco da Gama";Brazil
1585;"Paulo Vitor Fernandes Pereira";24;NULL;Forward;Cruzeiro;Brazil
1586;"Paulo Vitor Monteiro";19;NULL;Midfielder;"Atletico Mineiro";Brazil
1587;Pedrinho;25;NULL;Midfielder;"Atletico Mineiro";Brazil
1588;"Pedro Augusto Borges da Costa";26;NULL;Midfielder;Fortaleza;Brazil
1589;"Pedro Felipe De Faria Rangel";23;NULL;Goalkeeper;Fluminense;Brazil
1590;"Pedro Gabriel Pereira Lopes";23;NULL;Forward;"America Mineiro";Brazil
1591;"Pedro Guilherme Abreu dos Santos";26;NULL;Forward;Flamengo;Brazil
1592;"Pedro Henrique";27;NULL;Defender;"Atletico PR";Brazil
1593;"Pedro Henrique";33;NULL;Forward;Internacional;Brazil
1594;"Pedro Henrique Azevedo Pereira";21;NULL;Defender;"Atletico PR";Brazil
1595;"Pedro Henrique Cunha Scaramussa";21;NULL;Midfielder;Santos;Brazil
1596;"Pedro Henrique Silva dos Santos";17;NULL;Forward;Corinthians;Brazil
1597;"Pedro Junqueira de Oliveira";19;NULL;Forward;Goias;Brazil
1598;"Pedro Luccas Morisco da Silva";19;NULL;Midfielder;Coritiba;Brazil
1599;"Pedro Raul Garay da Silva";26;NULL;Forward;"Vasco da Gama";Brazil
1600;"Pedro Tonon Geromel";37;NULL;Defender;Gremio;Brazil
1601;"Pedro Veronez";21;NULL;Midfielder;"Sao Paulo";Brazil
1602;"Philipe Sampaio Azevedo";28;NULL;Defender;Botafogo;Brazil
1603;"Philippe Almeida Costa";23;NULL;Forward;Goias;Brazil
1604;Rafael;33;NULL;Defender;Botafogo;Brazil
1605;"Rafael Bilu Mudesto";24;NULL;Midfielder;Cruzeiro;Brazil
1606;"Rafael Cabral Barbosa";33;NULL;Goalkeeper;Cruzeiro;Brazil
1607;"Rafael Elias da Silva";23;NULL;Forward;Cruzeiro;Brazil
1608;"Rafael Gustavo Meneghel Gava";30;NULL;Midfielder;Cuiaba;Brazil
1609;"Rafael Monteiro Reis";19;NULL;Midfielder;Fluminense;Brazil
1610;"Rafael Navarro Leal";23;NULL;Midfielder;Palmeiras;Brazil
1611;"Rafael Pires Monteiro";34;NULL;Goalkeeper;"Sao Paulo";Brazil
1612;"Rafael Ramos";28;NULL;Defender;Corinthians;Portugal
1613;"Rafael Rato";27;NULL;Forward;Bahia;Brazil
1614;"Rafael Raul Barcelos";19;NULL;Midfielder;"America Mineiro";Brazil
1615;Rafinha;37;NULL;Defender;"Sao Paulo";Brazil
1616;"Rai da Silva Pessanha";21;NULL;Midfielder;Botafogo;Brazil
1617;"Rai dos Reis Ramos";29;NULL;Defender;"Sao Paulo";Brazil
1618;"Ramiro Moschen Benetti";30;NULL;Midfielder;Cruzeiro;Brazil
1619;"Raniele Almeida Melo";26;NULL;Defender;Cuiaba;Brazil
1620;"Raphael Cavalcante Veiga";28;NULL;Midfielder;Palmeiras;Brazil
1621;"Raphael Guzzo";28;NULL;Midfielder;Goias;Portugal
1622;"Raul Gustavo Pereira Bicalho";24;NULL;Defender;Bahia;Brazil
1623;"Rayan Rocha";17;NULL;Midfielder;"Vasco da Gama";Brazil
1624;"Reinaldo Manoel da Silva";33;NULL;Defender;Gremio;Brazil
1625;"Reinaldo Nascimento Satorno";22;NULL;Midfielder;"Atletico PR";Brazil
1626;"Renato Augusto";35;NULL;Midfielder;Corinthians;Brazil
1627;"Renato Kayzer de Souza";27;NULL;Forward;"America Mineiro";Brazil
1628;"Renato Santos da Cruz";18;NULL;Midfielder;Corinthians;Brazil
1629;Rena;30;NULL;Defender;Internacional;Brazil
1630;"Renzo Saravia";30;NULL;Defender;"Atletico Mineiro";Argentina
1631;Rover;38;NULL;Defender;"Atletico Mineiro";Brazil
1632;"Reynaldo Cesar Moraes";26;NULL;Defender;Coritiba;Brazil
1633;"Ricardo Cesar Dantas da Silva";31;NULL;Defender;"America Mineiro";Brazil
1634;"Richard Candido Coelho";29;NULL;Forward;Cruzeiro;Brazil
1635;"Richard Rios Montoya";23;NULL;Midfielder;Palmeiras;Colombia
1636;"Robert Abel Arboleda Escobar";31;NULL;Defender;"Sao Paulo";Ecuador
1637;"Robert Vinicius Rodrigues Silva";18;NULL;Midfielder;Cruzeiro;Brazil
1638;"Roberto Junior Fernï¿½ndez Torres";35;NULL;Goalkeeper;Botafogo;Paraguay
1639;"Robson Alves de Barros";25;NULL;Defender;"Vasco da Gama";Brazil
1640;"Robson dos Santos Fernandes";32;NULL;Forward;Coritiba;Brazil
1641;"RAï¿½bson Luiz dos Santos Nascimento";23;NULL;Goalkeeper;"America Mineiro";Brazil
1642;"Rodrigo Battaglia";32;NULL;Midfielder;"Atletico Mineiro";Argentina
1643;"Rodrigo Caio";30;NULL;Defender;Flamengo;Brazil
1644;"Rodrigo Ely";29;NULL;Defender;Gremio;Brazil
1645;"Rodrigo Fernï¿½ndez Cedras";27;NULL;Midfielder;Santos;Uruguay
1646;"Rodrigo Henrique Santos de Souza";20;NULL;Midfielder;"America Mineiro";Brazil
1647;"Rodrigo Huendra Almeida Mendonia";19;NULL;Midfielder;"Sao Paulo";Brazil
1648;"Rodrigo Moledo";35;NULL;Defender;Internacional;Brazil
1649;"Rodrigo Nestor Bertalia";23;NULL;Midfielder;"Sao Paulo";Brazil
1650;"Rodrigo Pinho";32;NULL;Forward;Coritiba;Brazil
1651;"Roger Krug Guedes";26;NULL;Forward;Corinthians;Brazil
1652;Romarinho;29;NULL;Forward;Fortaleza;Brazil
1653;Rï¿½mulo;21;NULL;Forward;"Atletico PR";Brazil
1654;Romulo;23;NULL;Midfielder;Internacional;Brazil
1655;"Rï¿½mulo Helberth Pereira Junior";19;NULL;Midfielder;"Atletico Mineiro";Brazil
1656;"Ronald Barcellos Arantes";21;NULL;Forward;Gremio;Brazil
1657;"Ronald Cardoso Falkoski";20;NULL;Midfielder;Gremio;Brazil
1658;"Ronald dos Santos Lopes";26;NULL;Midfielder;Cuiaba;Brazil
1659;Roni;24;NULL;Midfielder;Corinthians;Brazil
1660;"Ronielson Da Silva Barbosa";28;NULL;Forward;Palmeiras;Brazil
1661;"Rosicley Pereira da Silva";30;NULL;Forward;"Vasco da Gama";Brazil
1662;"Ruan de Oliveira Ferreira";23;NULL;Midfielder;Corinthians;Brazil
1663;"Ruan Lucas de Assis";19;NULL;Midfielder;Coritiba;Brazil
1664;Rubens;22;NULL;Defender;"Atletico Mineiro";Brazil
1665;"Rwan Philipe Rodrigues de Souza Cruz";22;NULL;Forward;"Vasco da Gama";Brazil
1666;"Ryan Carlos Santos de Sousa";21;NULL;Defender;Bahia;Brazil
1667;"Ryan Gustavo de Lima";20;NULL;Midfielder;Corinthians;Brazil
1668;"Sammuel Queiroz de Freitas";21;NULL;Defender;Fortaleza;Brazil
1669;"Samuel Xavier Brito";33;NULL;Defender;Fluminense;Brazil
1670;"Sander Henrique Bortolotto";32;NULL;Defender;Goias;Brazil
1671;"Sandry Roberto Santos Goes";21;NULL;Midfielder;Santos;Brazil
1672;"SebastiAn Ferreira";25;NULL;Forward;"Vasco da Gama";Paraguay
1673;"SebastiAn Gomez";27;NULL;Forward;Coritiba;Colombia
1674;"Sergio Antonio Da Luiz Junior";28;NULL;Midfielder;"Vasco da Gama";Brazil
1675;"Sergio Rochet Aï¿½lvarez";30;NULL;Goalkeeper;Internacional;Uruguay
1676;"Severino do Ramo Clementino da Silva";37;NULL;Defender;"America Mineiro";Brazil
1677;"Sidimar Fernando Cigolini";31;NULL;Defender;Goias;Brazil
1678;"Silvio Ezequiel Romero";35;NULL;Forward;Fortaleza;Argentina
1679;"Stinio Zanetti Toledo";20;NULL;Forward;Cruzeiro;Brazil
1680;"Tadeu Antonio Ferreira";31;NULL;Goalkeeper;Goias;Brazil
1681;"Talisson de Almeida";21;NULL;Midfielder;Bragantino;Brazil
1682;"Talles Macedo Toledo Costa";21;NULL;Midfielder;"Sao Paulo";Brazil
1683;"Thaciano Mickael da Silva";28;NULL;Midfielder;Bahia;Brazil
1684;"Thauan Lara dos Santos";19;NULL;Defender;Internacional;Brazil
1685;"Thiago Andrade";22;NULL;Forward;"Atletico PR";Brazil
1686;"Thiago Dombroski Moreira";21;NULL;Defender;Coritiba;Brazil
1687;"Thiago dos Santos";34;NULL;Midfielder;Fluminense;Brazil
1688;"Thiago Galhardo";34;NULL;Midfielder;Fortaleza;Brazil
1689;"Thiago Heleno";34;NULL;Defender;"Atletico PR";Brazil
1690;"Thiago Maia";26;NULL;Midfielder;Flamengo;Brazil
1691;"Thiago NicolAs Borbas Silva";21;NULL;Forward;Bragantino;Uruguay
1692;"Tiago Gomes dos Santos";20;NULL;Midfielder;Bahia;Brazil
1693;Tinga;30;NULL;Defender;Fortaleza;Brazil
1694;"Tiquinho Soares";32;NULL;Forward;Botafogo;Brazil
1695;"Tobias Pereira Figueiredo";29;NULL;Defender;Fortaleza;Portugal
1696;"Tomas Esteban Cuello";23;NULL;Midfielder;"Atletico PR";Argentina
